incident_id,date,country,customer_type,tracking_number,carrier,category,description,status,customer_email,satisfaction_score
TRF-000032,2023-02-01,ES,B2B,TRACK00000032,DHL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_ES,CLOSED,client32@example.com,3
TRF-000033,2023-02-02,US,B2C,TRACK00000033,UPS,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for UPS,CLOSED,client33@example.com,3
TRF-000034,2023-02-03,US,B2B,TRACK00000034,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client34@example.com,4
TRF-000035,2023-02-04,US,B2C,TRACK00000035,DHL_US,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_US,CLOSED,client35@example.com,3
TRF-000036,2023-02-05,ES,B2B,TRACK00000036,SEUR,LOST_PARCEL,Closed LOST_PARCEL incident handled for SEUR,CLOSED,client36@example.com,2
TRF-000037,2023-02-06,US,B2B,TRACK00000037,FEDEX,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for FEDEX,CLOSED,client37@example.com,4
TRF-000038,2023-02-07,ES,B2B,TRACK00000038,DHL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_ES,CLOSED,client38@example.com,2
TRF-000039,2023-02-08,US,B2C,TRACK00000039,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client39@example.com,3
TRF-000040,2023-02-09,US,B2C,TRACK00000040,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client40@example.com,2
TRF-000041,2023-02-10,ES,B2B,TRACK00000041,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client41@example.com,4
TRF-000042,2023-02-11,US,B2B,TRACK00000042,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client42@example.com,2
TRF-000043,2023-02-12,ES,B2C,TRACK00000043,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client43@example.com,2
TRF-000044,2023-02-13,US,B2C,TRACK00000044,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client44@example.com,1
TRF-000045,2023-02-14,ES,B2B,TRACK00000045,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client45@example.com,2
TRF-000046,2023-02-15,US,B2C,TRACK00000046,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client46@example.com,3
TRF-000047,2023-02-16,US,B2B,TRACK00000047,FEDEX,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for FEDEX,CLOSED,client47@example.com,4
TRF-000048,2023-02-17,US,B2B,TRACK00000048,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client48@example.com,3
TRF-000049,2023-02-18,ES,B2C,TRACK00000049,SEUR,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for SEUR,CLOSED,client49@example.com,2
TRF-000050,2023-02-19,US,B2C,TRACK00000050,UPS,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for UPS,CLOSED,client50@example.com,3
TRF-000051,2023-02-20,ES,B2C,TRACK00000051,MRW,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for MRW,CLOSED,client51@example.com,2
TRF-000052,2023-02-21,ES,B2B,TRACK00000052,DHL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_ES,CLOSED,client52@example.com,2
TRF-000053,2023-02-22,ES,B2C,TRACK00000053,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client53@example.com,3
TRF-000054,2023-02-23,ES,B2B,TRACK00000054,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client54@example.com,2
TRF-000055,2023-02-24,US,B2B,TRACK00000055,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client55@example.com,3
TRF-000056,2023-02-25,US,B2B,TRACK00000056,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client56@example.com,3
TRF-000057,2023-02-26,ES,B2C,TRACK00000057,SEUR,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for SEUR,CLOSED,client57@example.com,3
TRF-000058,2023-02-27,ES,B2B,TRACK00000058,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client58@example.com,2
TRF-000059,2023-02-28,US,B2C,TRACK00000059,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client59@example.com,2
TRF-000060,2023-03-01,US,B2C,TRACK00000060,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client60@example.com,2
TRF-000061,2023-03-02,US,B2B,TRACK00000061,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client61@example.com,3
TRF-000062,2023-03-03,US,B2B,TRACK00000062,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client62@example.com,3
TRF-000063,2023-03-04,ES,B2B,TRACK00000063,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client63@example.com,3
TRF-000064,2023-03-05,ES,B2B,TRACK00000064,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client64@example.com,3
TRF-000065,2023-03-06,ES,B2B,TRACK00000065,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client65@example.com,5
TRF-000066,2023-03-07,ES,B2B,TRACK00000066,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client66@example.com,1
TRF-000067,2023-03-08,ES,B2C,TRACK00000067,LOCAL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for LOCAL_ES,CLOSED,client67@example.com,3
TRF-000068,2023-03-09,US,B2B,TRACK00000068,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client68@example.com,3
TRF-000069,2023-03-10,US,B2C,TRACK00000069,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client69@example.com,1
TRF-000070,2023-03-11,US,B2C,TRACK00000070,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client70@example.com,2
TRF-000071,2023-03-12,US,B2C,TRACK00000071,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client71@example.com,3
TRF-000072,2023-03-13,US,B2B,TRACK00000072,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client72@example.com,2
TRF-000073,2023-03-14,ES,B2B,TRACK00000073,SEUR,LOST_PARCEL,Closed LOST_PARCEL incident handled for SEUR,CLOSED,client73@example.com,2
TRF-000074,2023-03-15,US,B2B,TRACK00000074,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client74@example.com,3
TRF-000075,2023-03-16,US,B2C,TRACK00000075,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client75@example.com,3
TRF-000076,2023-03-17,ES,B2B,TRACK00000076,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client76@example.com,4
TRF-000077,2023-03-18,US,B2C,TRACK00000077,DHL_US,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_US,CLOSED,client77@example.com,1
TRF-000078,2023-03-19,ES,B2B,TRACK00000078,LOCAL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for LOCAL_ES,CLOSED,client78@example.com,2
TRF-000079,2023-03-20,ES,B2B,TRACK00000079,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client79@example.com,3
TRF-000080,2023-03-21,US,B2B,TRACK00000080,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client80@example.com,3
TRF-000081,2023-03-22,ES,B2C,TRACK00000081,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client81@example.com,3
TRF-000082,2023-03-23,US,B2B,TRACK00000082,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client82@example.com,3
TRF-000083,2023-03-24,US,B2C,TRACK00000083,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client83@example.com,2
TRF-000084,2023-03-25,ES,B2B,TRACK00000084,MRW,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for MRW,CLOSED,client84@example.com,3
TRF-000085,2023-03-26,ES,B2B,TRACK00000085,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client85@example.com,2
TRF-000086,2023-03-27,US,B2B,TRACK00000086,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client86@example.com,4
TRF-000087,2023-03-28,US,B2B,TRACK00000087,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client87@example.com,3
TRF-000088,2023-03-29,ES,B2B,TRACK00000088,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client88@example.com,2
TRF-000089,2023-03-30,US,B2B,TRACK00000089,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client89@example.com,3
TRF-000090,2023-03-31,US,B2B,TRACK00000090,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client90@example.com,3
TRF-000091,2023-04-01,ES,B2B,TRACK00000091,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client91@example.com,3
TRF-000092,2023-04-02,ES,B2C,TRACK00000092,DHL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_ES,CLOSED,client92@example.com,3
TRF-000093,2023-04-03,ES,B2B,TRACK00000093,MRW,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for MRW,CLOSED,client93@example.com,5
TRF-000094,2023-04-04,US,B2C,TRACK00000094,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client94@example.com,4
TRF-000095,2023-04-05,US,B2B,TRACK00000095,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client95@example.com,2
TRF-000096,2023-04-06,ES,B2C,TRACK00000096,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client96@example.com,2
TRF-000097,2023-04-07,US,B2B,TRACK00000097,DHL_US,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_US,CLOSED,client97@example.com,4
TRF-000098,2023-04-08,ES,B2C,TRACK00000098,LOCAL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for LOCAL_ES,CLOSED,client98@example.com,3
TRF-000099,2023-04-09,ES,B2C,TRACK00000099,LOCAL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for LOCAL_ES,CLOSED,client99@example.com,3
TRF-000100,2023-04-10,ES,B2C,TRACK00000100,MRW,DAMAGE,Closed DAMAGE incident handled for MRW,CLOSED,client100@example.com,2
TRF-000101,2023-04-11,ES,B2B,TRACK00000101,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client101@example.com,2
TRF-000102,2023-04-12,ES,B2B,TRACK00000102,DHL_ES,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_ES,CLOSED,client102@example.com,3
TRF-000103,2023-04-13,US,B2B,TRACK00000103,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client103@example.com,3
TRF-000104,2023-04-14,US,B2B,TRACK00000104,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client104@example.com,3
TRF-000105,2023-04-15,US,B2C,TRACK00000105,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client105@example.com,2
TRF-000106,2023-04-16,ES,B2C,TRACK00000106,LOCAL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for LOCAL_ES,CLOSED,client106@example.com,4
TRF-000107,2023-04-17,ES,B2C,TRACK00000107,SEUR,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for SEUR,CLOSED,client107@example.com,4
TRF-000108,2023-04-18,US,B2C,TRACK00000108,FEDEX,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for FEDEX,CLOSED,client108@example.com,3
TRF-000109,2023-04-19,ES,B2B,TRACK00000109,DHL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_ES,CLOSED,client109@example.com,3
TRF-000110,2023-04-20,US,B2C,TRACK00000110,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client110@example.com,3
TRF-000111,2023-04-21,ES,B2B,TRACK00000111,DHL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for DHL_ES,CLOSED,client111@example.com,5
TRF-000112,2023-04-22,ES,B2C,TRACK00000112,MRW,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for MRW,CLOSED,client112@example.com,3
TRF-000113,2023-04-23,ES,B2C,TRACK00000113,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client113@example.com,3
TRF-000114,2023-04-24,US,B2C,TRACK00000114,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client114@example.com,2
TRF-000115,2023-04-25,US,B2C,TRACK00000115,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client115@example.com,3
TRF-000116,2023-04-26,ES,B2B,TRACK00000116,DHL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_ES,CLOSED,client116@example.com,3
TRF-000117,2023-04-27,US,B2B,TRACK00000117,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client117@example.com,3
TRF-000118,2023-04-28,ES,B2C,TRACK00000118,LOCAL_ES,DAMAGE,Closed DAMAGE incident handled for LOCAL_ES,CLOSED,client118@example.com,3
TRF-000119,2023-04-29,US,B2C,TRACK00000119,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client119@example.com,2
TRF-000120,2023-04-30,ES,B2B,TRACK00000120,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client120@example.com,4
TRF-000121,2023-05-01,ES,B2C,TRACK00000121,SEUR,DAMAGE,Closed DAMAGE incident handled for SEUR,CLOSED,client121@example.com,3
TRF-000122,2023-05-02,ES,B2C,TRACK00000122,SEUR,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for SEUR,CLOSED,client122@example.com,4
TRF-000123,2023-05-03,ES,B2B,TRACK00000123,SEUR,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for SEUR,CLOSED,client123@example.com,4
TRF-000124,2023-05-04,US,B2B,TRACK00000124,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client124@example.com,3
TRF-000125,2023-05-05,ES,B2B,TRACK00000125,SEUR,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for SEUR,CLOSED,client125@example.com,5
TRF-000126,2023-05-06,US,B2C,TRACK00000126,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client126@example.com,2
TRF-000127,2023-05-07,ES,B2B,TRACK00000127,SEUR,LOST_PARCEL,Closed LOST_PARCEL incident handled for SEUR,CLOSED,client127@example.com,3
TRF-000128,2023-05-08,US,B2C,TRACK00000128,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client128@example.com,3
TRF-000129,2023-05-09,US,B2C,TRACK00000129,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client129@example.com,1
TRF-000130,2023-05-10,US,B2C,TRACK00000130,FEDEX,LOST_PARCEL,Closed LOST_PARCEL incident handled for FEDEX,CLOSED,client130@example.com,2
TRF-000131,2023-05-11,US,B2C,TRACK00000131,FEDEX,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for FEDEX,CLOSED,client131@example.com,3
TRF-000132,2023-05-12,ES,B2B,TRACK00000132,SEUR,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for SEUR,CLOSED,client132@example.com,4
TRF-000133,2023-05-13,ES,B2C,TRACK00000133,LOCAL_ES,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for LOCAL_ES,CLOSED,client133@example.com,3
TRF-000134,2023-05-14,US,B2C,TRACK00000134,DHL_US,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_US,CLOSED,client134@example.com,2
TRF-000135,2023-05-15,ES,B2B,TRACK00000135,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client135@example.com,2
TRF-000136,2023-05-16,ES,B2C,TRACK00000136,MRW,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for MRW,CLOSED,client136@example.com,4
TRF-000137,2023-05-17,US,B2B,TRACK00000137,UPS,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for UPS,CLOSED,client137@example.com,3
TRF-000138,2023-05-18,ES,B2C,TRACK00000138,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client138@example.com,2
TRF-000139,2023-05-19,ES,B2B,TRACK00000139,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client139@example.com,3
TRF-000140,2023-05-20,ES,B2C,TRACK00000140,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client140@example.com,1
TRF-000141,2023-05-21,US,B2B,TRACK00000141,DHL_US,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_US,CLOSED,client141@example.com,4
TRF-000142,2023-05-22,ES,B2C,TRACK00000142,LOCAL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for LOCAL_ES,CLOSED,client142@example.com,2
TRF-000143,2023-05-23,ES,B2B,TRACK00000143,LOCAL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for LOCAL_ES,CLOSED,client143@example.com,2
TRF-000144,2023-05-24,US,B2C,TRACK00000144,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client144@example.com,4
TRF-000145,2023-05-25,ES,B2C,TRACK00000145,DHL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_ES,CLOSED,client145@example.com,1
TRF-000146,2023-05-26,ES,B2B,TRACK00000146,DHL_ES,LOST_PARCEL,Closed LOST_PARCEL incident handled for DHL_ES,CLOSED,client146@example.com,2
TRF-000147,2023-05-27,US,B2C,TRACK00000147,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client147@example.com,2
TRF-000148,2023-05-28,ES,B2C,TRACK00000148,MRW,LOST_PARCEL,Closed LOST_PARCEL incident handled for MRW,CLOSED,client148@example.com,2
TRF-000149,2023-05-29,US,B2C,TRACK00000149,DHL_US,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_US,CLOSED,client149@example.com,3
TRF-000150,2023-05-30,US,B2B,TRACK00000150,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client150@example.com,3
TRF-000151,2023-05-31,ES,B2C,TRACK00000151,SEUR,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for SEUR,CLOSED,client151@example.com,3
TRF-000152,2023-06-01,ES,B2B,TRACK00000152,DHL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_ES,CLOSED,client152@example.com,4
TRF-000153,2023-06-02,ES,B2C,TRACK00000153,SEUR,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for SEUR,CLOSED,client153@example.com,3
TRF-000154,2023-06-03,US,B2C,TRACK00000154,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client154@example.com,3
TRF-000155,2023-06-04,US,B2B,TRACK00000155,FEDEX,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for FEDEX,CLOSED,client155@example.com,5
TRF-000156,2023-06-05,US,B2B,TRACK00000156,UPS,DAMAGE,Closed DAMAGE incident handled for UPS,CLOSED,client156@example.com,3
TRF-000157,2023-06-06,US,B2B,TRACK00000157,UPS,RETURN_REQUEST,Closed RETURN_REQUEST incident handled for UPS,CLOSED,client157@example.com,4
TRF-000158,2023-06-07,US,B2B,TRACK00000158,FEDEX,DAMAGE,Closed DAMAGE incident handled for FEDEX,CLOSED,client158@example.com,2
TRF-000159,2023-06-08,ES,B2C,TRACK00000159,MRW,DAMAGE,Closed DAMAGE incident handled for MRW,CLOSED,client159@example.com,2
TRF-000160,2023-06-09,ES,B2B,TRACK00000160,MRW,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for MRW,CLOSED,client160@example.com,5
TRF-000161,2023-06-10,US,B2C,TRACK00000161,UPS,LOST_PARCEL,Closed LOST_PARCEL incident handled for UPS,CLOSED,client161@example.com,2
TRF-000162,2023-06-11,ES,B2C,TRACK00000162,DHL_ES,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for DHL_ES,CLOSED,client162@example.com,3
TRF-000163,2023-06-12,ES,B2C,TRACK00000163,SEUR,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for SEUR,CLOSED,client163@example.com,4
TRF-000164,2023-06-13,US,B2C,TRACK00000164,FEDEX,WRONG_ADDRESS,Closed WRONG_ADDRESS incident handled for FEDEX,CLOSED,client164@example.com,4
TRF-000165,2023-06-14,ES,B2C,TRACK00000165,DHL_ES,DAMAGE,Closed DAMAGE incident handled for DHL_ES,CLOSED,client165@example.com,2
TRF-000166,2023-06-15,US,B2C,TRACK00000166,DHL_US,DAMAGE,Closed DAMAGE incident handled for DHL_US,CLOSED,client166@example.com,2
TRF-000167,2023-06-16,US,B2B,TRACK00000167,DHL_US,DELAYED_DELIVERY,Closed DELAYED_DELIVERY incident handled for DHL_US,CLOSED,client167@example.com,3
